Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
1620	-77.29486	-90.87215	13.57729	0.0693285	0.0246028	0.0326991	0.0267068	0.0320854	0.0196131	0.0102417	0.00351698	0.00585187	0.0103217	0.0381549	0.00119955	0.0147506	0.161361	0.0673931	0.00616582	0.0258315	0.7623704	0.6159923	0.217202	0.474884	0.792686	1.26153	2.10578	4.604	1.104072	0.126092	0.0447466	0.0594719	0.0485733	0.0583557	0.0356717	0.0186273	0.00639656	0.0106432	0.0187727	0.0693946	0.0021817	0.0268279	0.293477	0.122572	0.0112142	0.0469813	1.081129	0.618815	0.381185	0.5498242
1656	-67.07447	-82.25837	15.1839	0.0815278	0.0362348	0.0454757	0.0815877	0.0036432	0.0215821	0.0131958	0.00301275	0.0166216	0.119823	0.0540798	0.130243	0.0165576	0.0517214	0.0515512	0.0578339	0.0552654	0.2805227	0.1631442	0.671491	0.823469	0.941203	1.06247	1.21437	1.48922	0.2879651	0.0970619	0.0431389	0.0541405	0.0971332	0.00433736	0.0256943	0.0157101	0.00358679	0.0197887	0.142654	0.0643841	0.155059	0.0197125	0.0615763	0.0613737	0.0688534	0.0657955	1.294001	0.859739	0.140261	0.8399568
1692	-65.48416	-80.49715	15.01299	0.00850706	0.0164243	0.0590705	0.0626443	0.0128126	0.009011	0.0580479	0.0084614	0.0143928	0.0141521	0.00813241	0.0527246	0.0113247	0.0876871	0.130191	0.248345	0.0138906	0.1965072	0.1089592	0.39137	0.632854	0.866983	1.15343	1.58014	2.55513	0.6783127	0.0104276	0.0201322	0.0724064	0.076787	0.0157052	0.0110453	0.0711529	0.0103717	0.0176422	0.0173471	0.0099684	0.0646279	0.0138813	0.107484	0.159583	0.304412	0.0170266	1.340006	0.901746	0.0982536	0.8158188
1728	-64.64285	-79.67251	15.02966	0.0168224	0.0322966	0.0129838	0.0287676	0.0492322	0.00520084	0.0241537	0.0111376	0.00344795	0.0295832	0.0653304	0.00369757	0.00748102	0.00567602	0.0116225	0.094163	0.0739354	0.3476671	0.2104099	0.533021	0.735754	0.908705	1.10047	1.35915	1.8761	0.4549508	0.035376	0.0679169	0.0273037	0.0604957	0.103531	0.0109369	0.050793	0.0234213	0.00725074	0.0622107	0.137384	0.00777566	0.0157319	0.0119361	0.024441	0.198016	0.155479	1.259446	0.826166	0.173834	0.4755317
1764	-65.67944	-79.99759	14.31815	0.0325436	0.00817246	0.0269742	0.0209672	0.0366328	0.00380591	0.0194406	0.0160022	0.0210713	0.0267064	0.0723145	0.0111011	0.022051	0.0270732	0.0141433	0.0146844	0.0316162	0.002291322	0.001146975	0.275343	0.533121	0.821816	1.21682	1.87575	3.63183	0.9325683	0.080295	0.020164	0.0665535	0.0517326	0.0903843	0.00939034	0.0479659	0.0394823	0.0519893	0.0658929	0.178422	0.0273898	0.0544066	0.0667979	0.0348958	0.0362308	0.0780068	1.459994	0.998854	0.00114566	0.4053001
1800	-63.72707	-77.48733	13.76026	0.00218926	0.0130472	0.0159084	0.0219793	0.0294221	0.00181439	0.00708907	0.00659173	0.00541573	0.0831923	0.013421	0.00366036	0.0196336	0.00213429	0.0225122	0.00605605	0.0800019	1.068799	1.147763	0.698946	0.839721	0.94696	1.05601	1.19087	1.43073	0.2589899	0.00655331	0.0390554	0.04762	0.0657928	0.0880719	0.00543118	0.0212204	0.0197316	0.0162114	0.249027	0.0401745	0.0109569	0.058771	0.00638876	0.0673879	0.0181281	0.239477	0.9787361	0.465601	0.534399	0.3340689
1836	-65.23708	-79.9621	14.72501	0.0440289	0.00384532	0.0429644	0.0813743	0.014562	0.00664036	0.0903499	0.0379694	0.00485132	0.0479307	0.0150245	0.0201919	0.0283065	0.0464619	0.00787846	0.0923891	0.0124828	0.6355683	0.4658117	0.77955	0.88563	0.962817	1.03862	1.12914	1.28279	0.1800717	0.0737192	0.00643835	0.0719367	0.136248	0.0243817	0.0111182	0.151276	0.0635735	0.00812273	0.0802521	0.0251561	0.0338079	0.0473946	0.0777928	0.0131912	0.15469	0.0209005	1.13005	0.682216	0.317784	0.5972519
1872	-59.95139	-75.3603	15.40891	0.00531105	0.0308297	0.0121259	0.124636	0.0210612	0.0118328	0.00645462	0.000831405	0.0106444	0.0228401	0.0421566	0.0174212	0.0230043	0.0123528	0.0156474	0.0292447	0.0618791	0.1488261	0.08039553	0.472121	0.693482	0.892084	1.12097	1.442	2.1181	0.5426774	0.0118478	0.0687742	0.0270503	0.278036	0.046983	0.0263964	0.0143988	0.00185468	0.0237452	0.0509513	0.0940422	0.038863	0.0513175	0.0275564	0.0349059	0.0652386	0.138039	1.367599	0.925587	0.0744131	0.4482734
1908	-69.03826	-84.83212	15.79386	0.00311106	0.0196163	0.000359946	0.0564199	0.03146	0.0187637	0.0429822	0.0302619	0.00532217	0.0429599	0.0300268	0.0732415	0.0633113	0.0403562	0.017162	0.031193	0.0419869	0.02706571	0.01371851	0.557786	0.752232	0.915006	1.09289	1.32938	1.7928	0.4221125	0.00567158	0.0357613	0.000656196	0.102856	0.0573528	0.034207	0.0783582	0.0551687	0.00970253	0.0783175	0.05474	0.133522	0.115419	0.0735709	0.0312869	0.0568661	0.0765437	1.443506	0.986467	0.0135329	0.5485346
1944	-64.9	-78.95476	14.05475	0.00847034	0.017511	0.0533507	0.0613491	0.00701949	0.00168467	0.00463955	0.0204408	0.0564824	0.0586647	0.0446958	0.000697796	0.0285549	0.0214607	0.0115235	0.0467728	0.170409	0.4578234	0.2968683	0.194559	0.450058	0.779518	1.28284	2.22193	5.13982	1.183677	0.0138015	0.0285321	0.086929	0.0999615	0.0114375	0.00274498	0.00755962	0.033306	0.0920317	0.0955876	0.0728267	0.00113698	0.046527	0.0349677	0.0187763	0.076211	0.277663	1.206584	0.771088	0.228912	0.6137277
1980	-60.98607	-76.1627	15.17663	0.00237953	0.0111357	0.0225734	0.124588	0.0171952	0.000770893	0.00709125	0.0242392	0.0302098	0.0344713	0.119429	0.000589985	0.0261722	0.0100687	0.0134684	0.0540595	0.0980071	0.3725588	0.228923	0.717204	0.850348	0.950682	1.05188	1.17599	1.3943	0.2403442	0.00398949	0.01867	0.0378463	0.208883	0.0288292	0.00129247	0.0118891	0.0406391	0.0506494	0.0577941	0.200233	0.000989161	0.0438799	0.016881	0.022581	0.0906354	0.164318	1.247099	0.813721	0.186279	0.5964495
2016	-63.44532	-79.19993	15.75461	0.0266473	0.0974049	0.133292	0.200131	0.0613632	0.00618844	0.0363223	0.00264292	0.0315573	0.0445118	0.00324717	0.0809534	0.100823	0.0406206	0.0610737	0.176602	0.00382511	0.04661511	0.02386376	0.935698	0.968106	0.989938	1.01016	1.03294	1.06872	0.04805692	0.0240672	0.0879736	0.120386	0.180753	0.0554217	0.00558924	0.0328054	0.00238701	0.0285017	0.0402019	0.00293276	0.073115	0.0910604	0.0366875	0.0551602	0.159503	0.00345474	1.430756	0.976692	0.0233076	1.107206
2052	-66.49614	-81.29273	14.79659	0.0207549	0.0145051	0.00209407	0.038819	0.0240813	0.0181488	0.0151806	0.00570469	0.000285167	0.0203722	0.0189854	0.0185307	0.00486535	0.0166725	0.0122989	0.0566478	0.00368004	0.2071792	0.1155605	0.292958	0.54949	0.829607	1.20539	1.81987	3.41345	0.8877293	0.0711695	0.0497385	0.00718064	0.133112	0.082576	0.0622331	0.0520549	0.0195616	0.000977849	0.0698571	0.0651016	0.0635425	0.0166835	0.0571706	0.0421736	0.194248	0.012619	1.333982	0.89641	0.10359	0.2916266
2088	-63.96834	-80.03165	16.06332	0.00344796	0.00377741	0.137599	0.0471095	0.0433728	0.00979244	0.0156752	0.0173077	0.00458956	0.0597751	0.0186658	0.034778	0.0262607	0.0200663	0.0375883	0.179355	0.0044724	0.04793233	0.02455465	0.855748	0.92684	0.976576	1.02399	1.07893	1.16857	0.1126393	0.00519559	0.00569202	0.207342	0.0709874	0.0653566	0.0147558	0.0236202	0.0260802	0.0069158	0.0900725	0.0281267	0.0524054	0.0395712	0.030237	0.0566402	0.270262	0.00673927	1.429905	0.976034	0.0239662	0.6636329
2124	-75.00325	-88.08601	13.08276	0.0137238	0.00265966	0.00562974	0.00262565	0.0159805	0.00501363	0.00277055	0.00916732	0.00105442	0.0012705	0.00782851	0.00937532	0.00796333	0.00104029	0.00295204	0.0137591	0.00981652	0.2197361	0.1234289	0.0649195	0.263507	0.659626	1.51601	3.79496	15.4037	1.97731	0.121848	0.023614	0.0499839	0.023312	0.141883	0.0445138	0.0245985	0.0813926	0.00936176	0.0112802	0.0695058	0.0832393	0.0707028	0.00923627	0.0262099	0.122161	0.0871565	1.326962	0.890132	0.109868	0.1126309
2160	-64.70727	-79.58638	14.87911	0.076398	0.0337482	0.0881153	0.133632	0.0255368	0.0283812	0.0455261	0.0281277	0.0885142	0.0679472	0.108456	0.0715168	0.12465	0.170165	0.0149655	0.309038	0.0819687	0.1187618	0.06312959	0.694737	0.83725	0.94609	1.05698	1.19439	1.43939	0.2633577	0.0510448	0.0225486	0.0588736	0.0892853	0.0170622	0.0189627	0.0304179	0.0187933	0.0591401	0.0453984	0.0724642	0.0477834	0.0832837	0.113694	0.0099991	0.206482	0.0547667	1.38559	0.940619	0.0593809	1.496687
2196	-67.61382	-82.30544	14.69162	0.00221422	0.0561686	0.0115471	0.0393947	0.00278069	0.0375652	0.0154317	0.0644839	0.0240248	0.0410103	0.124461	0.03957	0.0121216	0.0654671	0.00890764	0.0443069	0.0133959	0.2786382	0.1618708	0.27745	0.535106	0.822769	1.21541	1.86879	3.60426	0.9270575	0.00367292	0.0931717	0.0191541	0.0653474	0.00461256	0.0623126	0.0255978	0.106965	0.039852	0.0680272	0.206453	0.0656382	0.0201071	0.108596	0.0147759	0.0734956	0.0222209	1.294999	0.860681	0.139319	0.602851
2232	-65.12238	-80.69793	15.57555	0.024022	0.0112387	0.0165292	0.00239793	0.0320101	0.0145121	0.0347022	0.0191971	0.0267748	0.0199796	0.0895103	0.0551445	0.141453	0.0194285	0.0735965	0.0139767	0.0384288	0.005171433	0.00259242	0.815623	0.905385	0.969466	1.0315	1.1045	1.22606	0.1473639	0.0379553	0.0177574	0.0261165	0.00378879	0.0505767	0.0229295	0.0548302	0.0303318	0.0423048	0.0315683	0.141428	0.0871296	0.2235	0.0306974	0.116284	0.0220836	0.0607184	1.458058	0.997414	0.00258572	0.6329024
2268	-62.96725	-78.1175	15.15025	0.00574546	0.155695	0.00156147	0.0851958	0.046547	0.000404657	0.00727494	0.00155622	0.02447	0.0436114	0.00753177	0.0527417	0.0355218	0.180059	0.0590717	0.0347704	0.0146587	0.3192461	0.1899422	0.662325	0.817967	0.939237	1.06469	1.22254	1.50983	0.2979033	0.00759563	0.205832	0.0020643	0.112631	0.0615362	0.000534966	0.00961763	0.00205736	0.0323499	0.0576552	0.00995718	0.0697258	0.0469606	0.238042	0.0780941	0.0459673	0.0193791	1.273845	0.840377	0.159623	0.7564165
2304	-67.32597	-81.20237	13.8764	0.0181114	0.119097	0.0021284	0.0658341	0.0172436	0.0521759	0.00401037	0.0723591	0.0185929	0.0292747	0.0204353	0.242408	0.215071	0.0355085	0.0358578	0.0264426	0.0193473	0.7613675	0.6146839	0.493457	0.708593	0.898104	1.11346	1.41125	2.02652	0.5107173	0.0182226	0.119829	0.00214147	0.0662383	0.0173494	0.0524962	0.00403499	0.0728033	0.0187071	0.0294545	0.0205607	0.243896	0.216392	0.0357265	0.036078	0.026605	0.0194661	1.081499	0.619316	0.380684	0.9938981
2340	-63.69984	-78.61393	14.91409	0.0218213	0.0149457	0.000172354	0.122665	0.0346579	0.0637625	0.0349161	0.019287	0.0115002	0.0439376	0.0530028	0.102068	0.221563	0.00886407	0.0827116	0.148315	0.0477952	0.2656847	0.1531928	0.564453	0.756603	0.916662	1.09091	1.3217	1.77163	0.4135218	0.021145	0.0144824	0.000167012	0.118863	0.0335837	0.0617862	0.0338338	0.0186892	0.0111437	0.0425757	0.05136	0.0989048	0.214696	0.00858933	0.080148	0.143718	0.0463138	1.301895	0.867158	0.132842	1.031986
2376	-66.98101	-80.7902	13.80919	0.0146168	0.0132037	0.00604469	0.0279247	0.00438036	0.0221365	0.00583213	0.00256729	0.0123886	0.00723072	0.02996	0.0188761	0.00696039	0.0364637	0.00930052	0.00433168	0.0095453	0.3091572	0.1828421	0.120934	0.356909	0.725114	1.37909	2.80184	8.26896	1.527489	0.0630678	0.0569706	0.0260813	0.120488	0.0189001	0.0955134	0.0251642	0.0110772	0.0534539	0.0311987	0.12927	0.0814458	0.0300323	0.157332	0.0401294	0.0186901	0.0411856	1.279036	0.845421	0.154579	0.2317632
2412	-63.21128	-77.7754	14.56412	0.0376757	0.0453484	0.0290589	0.068391	0.0152592	0.0128682	0.00729407	0.0284756	0.00569219	0.0789614	0.0365306	0.0322607	0.147482	0.0927278	0.0335262	0.0415276	0.0487189	0.6797228	0.5148334	0.7872	0.889857	0.964248	1.03708	1.12378	1.27033	0.1730111	0.0494562	0.0595281	0.0381452	0.0897757	0.0200305	0.0168919	0.00957481	0.0373795	0.00747204	0.103651	0.0479532	0.0423481	0.193597	0.121722	0.0440093	0.0545125	0.0639525	1.112521	0.660139	0.339861	0.7617982
2448	-68.02738	-81.88111	13.85373	0.013574	0.00999229	0.00551412	0.0234215	0.0230269	0.0166536	0.0144733	0.0141728	0.0162429	0.0244259	0.0932007	0.00370081	0.044349	0.021643	0.0294796	0.0108083	0.0521191	0.7145635	0.5558917	0.28581	0.54291	0.826495	1.20993	1.84193	3.49882	0.9055907	0.0325674	0.0239739	0.0132297	0.056194	0.0552472	0.0399562	0.0347249	0.034004	0.0389707	0.0586036	0.223611	0.00887915	0.106404	0.0519269	0.0707287	0.0259318	0.125047	1.099068	0.642718	0.357282	0.4167979
2484	-67.09253	-82.96579	15.87327	0.0691111	0.0101235	0.0287734	0.0300349	0.0236641	0.00421446	0.0440057	0.0160684	0.00446818	0.0453941	0.0125984	0.032117	0.0151453	0.0245022	0.00900972	0.0226585	0.0540668	0.03729712	0.01900293	0.615344	0.789137	0.928781	1.07668	1.26721	1.62511	0.3511035	0.154973	0.0227007	0.0645208	0.0673495	0.0530638	0.0094504	0.0986774	0.0360313	0.0100193	0.10179	0.0282502	0.0720184	0.0339615	0.0549431	0.0202032	0.0508089	0.121238	1.436805	0.981351	0.0186486	0.4459558
2520	-67.42382	-81.08853	13.6647	0.00259441	0.00522211	0.00394928	0.029491	0.00915389	0.0142264	0.0270345	0.0480974	0.00665227	0.0371697	0.00398839	0.00709529	0.0905293	0.0248278	0.0151126	0.0186266	0.041542	1.210411	1.532963	0.889161	0.944316	0.982284	1.01804	1.05897	1.12466	0.08494432	0.00673327	0.0135529	0.0102495	0.0765379	0.023757	0.0369216	0.0701624	0.124827	0.0172646	0.0964663	0.0103511	0.0184144	0.23495	0.0644355	0.0392216	0.0483414	0.107814	0.9376944	0.394795	0.605205	0.3853128
2556	-67.215	-81.20892	13.99392	0.0999344	0.0284713	0.0409317	0.0972672	0.0795551	0.00597521	0.0457658	0.0030512	0.0274593	0.166873	0.00615427	0.00329593	0.281827	0.0371471	0.0453631	0.0333187	0.17477	0.8145053	0.6870594	0.874973	0.936938	0.979883	1.02053	1.06731	1.14289	0.09657434	0.0848944	0.0241864	0.0347716	0.0826287	0.0675822	0.00507595	0.0388781	0.002592	0.0233267	0.141759	0.00522806	0.0027999	0.239413	0.0315565	0.038536	0.0283043	0.148468	1.062222	0.592747	0.407253	1.177161
2592	-62.42846	-77.4979	15.06944	0.00238975	0.0278261	0.0350592	0.114851	0.0529538	0.00929324	0.00682214	0.0551652	0.00590618	0.182174	0.0659024	0.050043	0.101163	0.0238233	0.0654414	0.0104151	0.0201537	0.3377878	0.2032158	0.674442	0.825232	0.941832	1.06176	1.21178	1.48271	0.2847946	0.00288136	0.0335504	0.0422714	0.138478	0.0638472	0.011205	0.00822556	0.0665135	0.00712117	0.21965	0.0794595	0.0603376	0.121974	0.0287241	0.0789037	0.0125577	0.0242997	1.264414	0.831106	0.168894	0.8293831
2628	-61.69243	-76.93841	15.24597	0.0199758	0.0135564	0.0111193	0.044039	0.0245154	0.00862932	0.0118739	0.00614055	0.00262736	0.00843377	0.00990981	0.00514736	0.0651821	0.00892754	0.0421894	0.0116934	0.0114355	0.0251455	0.01273284	0.3025	0.558147	0.833662	1.19953	1.79164	3.30579	0.864555	0.0654096	0.0443897	0.0364095	0.144203	0.0802741	0.0282562	0.0388805	0.0201069	0.00860314	0.0276159	0.0324491	0.0168547	0.213435	0.0292327	0.138147	0.0382894	0.0374447	1.444771	0.987427	0.0125728	0.3053959
2664	-66.57361	-80.65714	14.08353	0.0106541	0.0714311	0.0303529	0.127071	0.0112083	0.0518883	0.0112892	5.15664e-05	0.00564567	0.0599197	0.0814106	0.031284	0.0176539	0.00980563	0.0142424	0.00299487	0.00337522	0.8183945	0.6926123	0.504545	0.716314	0.901146	1.1097	1.39604	1.98198	0.49465	0.0197196	0.132212	0.0561801	0.235196	0.0207454	0.0960399	0.0208951	9.54441e-05	0.0104495	0.110905	0.150683	0.0579033	0.0326756	0.0181492	0.0263612	0.00554319	0.00624718	1.060838	0.590803	0.409197	0.5402789
2700	-65.04595	-79.07981	14.03386	0.0232782	0.00179561	0.0306917	0.070844	0.0139128	0.0490211	0.00787312	0.0636407	0.000635572	0.0723156	0.11671	0.111166	0.00973994	0.00695811	0.0538159	0.0384805	0.0206029	0.8081398	0.6780491	0.495375	0.709935	0.898634	1.1128	1.40858	2.01867	0.5079132	0.0336643	0.00259675	0.0443855	0.102453	0.0201202	0.0708928	0.0113859	0.0920353	0.000919145	0.104581	0.168783	0.160764	0.0140856	0.0100626	0.077827	0.0556493	0.0297953	1.064495	0.59593	0.40407	0.6914815
2736	-63.95312	-77.87462	13.9215	0.00552962	0.00355821	0.0247017	0.0280959	0.0278908	0.000715033	0.0113609	0.0435949	0.0183834	0.0323478	0.135046	0.0172486	0.0456442	0.00586259	0.0398589	0.0327341	0.019195	0.8903787	0.8024167	0.48496	0.702616	0.895734	1.1164	1.42325	2.06203	0.523277	0.0112444	0.00723555	0.0502305	0.0571324	0.0567154	0.00145401	0.0231023	0.0886494	0.0373823	0.0657786	0.274613	0.0350746	0.0928166	0.0119215	0.0810522	0.0665642	0.0390327	1.035859	0.554811	0.445189	0.4917677
2772	-65.33172	-80.15798	14.82626	0.0015852	0.0310399	0.0226592	0.0698487	0.027318	0.0623801	0.00389816	0.0249896	0.0267716	0.0519359	0.0912758	0.0051653	0.0212369	0.0296714	0.0749041	0.00728679	0.0283937	0.457127	0.296283	0.556045	0.751086	0.914571	1.09341	1.33141	1.79841	0.4243731	0.00273141	0.0534838	0.0390433	0.120354	0.0470709	0.107485	0.0067168	0.0430588	0.0461293	0.089489	0.157274	0.00890016	0.0365925	0.0511258	0.129065	0.0125556	0.0489244	1.206904	0.771437	0.228563	0.5803602
2808	-66.04837	-80.91624	14.86787	0.00270896	0.0835282	0.0383341	0.105228	0.0438989	0.158046	0.0623992	0.0012832	0.0887258	0.0322744	0.585779	0.119356	0.15879	0.00198338	0.152043	0.0606877	0.0662123	0.06207226	0.03203022	0.919665	0.95998	0.987338	1.01282	1.04169	1.08735	0.06055429	0.00153806	0.0474248	0.0217649	0.0597453	0.0249244	0.0897337	0.0354283	0.000728561	0.0503758	0.0183244	0.332587	0.0677669	0.0901561	0.0011261	0.0863251	0.0344566	0.0375933	1.420833	0.968964	0.0310361	1.761278
2844	-61.0828	-75.46367	14.38088	0.00644655	0.032778	0.0285058	0.0523048	0.0686217	0.0272742	0.0115312	0.00219168	0.00359574	0.0927838	0.0242489	0.0264977	0.0563219	0.179773	0.0238793	0.0874047	0.0385481	0.813178	0.6851727	0.862409	0.930352	0.977729	1.02278	1.07486	1.15954	0.1070327	0.00845218	0.0429758	0.0373745	0.0685778	0.0899712	0.0357597	0.0151188	0.00287355	0.00471445	0.121651	0.0317931	0.0347417	0.0738446	0.235704	0.0313086	0.114598	0.0505412	1.062695	0.593411	0.406589	0.7627076
2880	-64.25669	-78.20446	13.94777	0.0166762	0.00591825	0.0171107	0.0316661	0.0517563	0.0174767	0.00322028	0.00252864	0.0183539	0.0188889	0.00764833	0.028582	0.0229374	0.0312596	0.0109239	0.0641006	0.0252743	0.8689426	0.7682568	0.500912	0.713794	0.900155	1.11092	1.40096	1.99636	0.4998753	0.0445503	0.0158106	0.0457111	0.0845959	0.138267	0.046689	0.00860297	0.00675526	0.0490325	0.0504615	0.0204325	0.0763567	0.0612772	0.0835099	0.0291831	0.171245	0.0675201	1.043173	0.565529	0.434471	0.3743222
2916	-61.51851	-77.14327	15.62475	0.0426622	0.00450773	0.0461815	0.0741512	0.00602068	0.0202525	0.0665262	0.0106108	0.0719135	0.124468	0.0294381	0.0552865	0.0694957	0.0595521	0.0194842	0.0917825	0.276493	0.1210173	0.06440574	0.958696	0.979638	0.993602	1.00644	1.02079	1.04308	0.03050027	0.039915	0.00421746	0.0432077	0.0693763	0.00563298	0.0189483	0.0622423	0.0099275	0.0672827	0.116453	0.0275425	0.0517264	0.0650206	0.0557173	0.0182295	0.0858723	0.258688	1.384224	0.939491	0.0605086	1.068826
2952	-68.56035	-82.90664	14.34628	0.0832509	0.0502294	0.0560599	0.00157225	0.00645667	0.0285541	0.00707669	0.0325126	0.00980033	0.0494423	0.0824071	0.00346495	0.0132471	0.0378452	0.101723	0.0528257	0.0300732	0.685469	0.5214552	0.539183	0.73989	0.910296	1.09854	1.35155	1.85466	0.4466394	0.128763	0.0776894	0.0867074	0.00243179	0.00998647	0.0441644	0.0109455	0.050287	0.0151581	0.0764719	0.127458	0.0053592	0.0204891	0.0585348	0.157334	0.081705	0.046514	1.110279	0.657265	0.342735	0.6465414
2988	-62.54398	-78.37631	15.83233	0.0575342	0.00851063	0.0133232	0.0353588	0.00636729	0.0409297	0.0261652	0.025437	0.0027838	0.126689	0.0160146	0.016759	0.0427478	0.0189545	0.0276828	0.0128481	0.0733444	0.1442122	0.0777094	0.832592	0.914523	0.972509	1.02827	1.09347	1.20107	0.1324747	0.104332	0.0154332	0.0241602	0.0641196	0.0115464	0.074222	0.047448	0.0461274	0.00504813	0.229739	0.0290408	0.0303907	0.0775189	0.0343721	0.0501999	0.0232988	0.133003	1.37033	0.927894	0.0721061	0.5514505
3024	-62.8618	-78.04808	15.18628	0.00478292	0.00639228	0.0466971	0.129438	0.0798924	0.0286342	0.024545	0.00431157	0.0238161	0.0994291	0.0386138	0.0160283	0.0910276	0.0505572	0.00606415	0.00338208	0.000746369	0.3019442	0.1778176	0.608596	0.784904	0.927224	1.07849	1.27404	1.64313	0.3590765	0.00730933	0.00976877	0.0713632	0.197809	0.122093	0.0437592	0.0375101	0.00658901	0.0363961	0.151949	0.0590102	0.0244946	0.13911	0.0772623	0.00926733	0.00516855	0.00114061	1.282773	0.849028	0.150972	0.654358
3060	-59.9293	-75.3872	15.4579	0.00883816	0.0162002	0.0525789	0.0752181	0.017898	0.0507776	0.0048764	0.00684563	0.0487118	0.0873899	0.064363	0.0584961	0.259795	0.17913	0.019592	0.000961666	0.00302821	0.150363	0.08129323	0.72482	0.85474	0.952212	1.05019	1.16995	1.37965	0.2327065	0.00925752	0.0169689	0.0550738	0.0787871	0.0187472	0.0531869	0.00510778	0.00717045	0.0510231	0.0915365	0.067417	0.0612716	0.272122	0.187629	0.0205216	0.0010073	0.00317189	1.366692	0.924819	0.0751815	0.9547003
3096	-63.01791	-79.01143	15.99352	0.00407702	0.00167273	0.0607749	0.0227644	0.0435547	0.0573963	0.00897934	0.0619419	0.0549827	0.0461057	0.0302759	0.0263924	0.0780897	0.0767369	0.0681178	0.029414	0.000397579	0.02698338	0.0136762	0.781277	0.886586	0.963141	1.03827	1.12792	1.27996	0.1784719	0.00606994	0.00249038	0.0904828	0.033892	0.0648449	0.0854526	0.0133686	0.0922202	0.0818593	0.0686429	0.0450754	0.0392934	0.116261	0.114247	0.101415	0.0437921	0.000591923	1.443561	0.986508	0.0134917	0.6716739
3132	-64.48594	-79.02193	14.53599	0.00319798	0.0176297	0.000637711	0.0679422	0.0148214	0.00311707	0.0446163	0.00102292	0.00696364	0.0158253	0.0142781	0.00362273	0.0318927	0.0302831	0.0115196	0.00706146	0.0355307	0.7402463	0.5876119	0.879163	0.939123	0.980596	1.01979	1.06482	1.13745	0.09312064	0.0103173	0.0568767	0.00205738	0.219195	0.0478169	0.0100563	0.143941	0.00330016	0.0224661	0.0510555	0.0460641	0.0116876	0.102892	0.097699	0.0371644	0.0227817	0.114629	1.089357	0.629877	0.370123	0.3099627
3168	-62.2009	-77.74739	15.54649	0.0272381	0.0111367	0.0269337	0.105374	0.104357	0.0345834	0.00396929	0.00467295	0.00117218	0.0279829	0.0471385	0.143154	0.131573	0.0916129	0.0391602	0.00642005	0.00198723	0.07985437	0.04158766	0.526468	0.731329	0.906997	1.10254	1.36737	1.89945	0.4638949	0.033691	0.013775	0.0333145	0.130338	0.12908	0.0427765	0.00490965	0.00578002	0.00144987	0.0346123	0.0583061	0.177069	0.162744	0.113317	0.0484376	0.00794102	0.00245803	1.409587	0.960073	0.0399272	0.8084666
3204	-60.78975	-76.5595	15.76975	0.00668974	0.014476	0.00347191	0.0572207	0.0495764	0.025412	0.00406656	0.0036858	0.0762303	0.0669401	0.0460787	0.0984742	0.0871611	0.0621682	0.0216188	0.0561015	0.0262019	0.1882801	0.1039234	0.975849	0.988148	0.996287	1.00373	1.01199	1.02475	0.0176771	0.00948127	0.0205166	0.00492069	0.0810981	0.070264	0.0360161	0.00576347	0.00522383	0.10804	0.0948732	0.0653067	0.139566	0.123532	0.0881101	0.03064	0.0795119	0.0371356	1.344687	0.90586	0.09414	0.7055738
3240	-61.93322	-77.41735	15.48413	0.0813484	0.0103979	0.0147116	0.0203057	0.0749891	0.0474857	0.00207638	0.000248615	0.00933009	0.0851901	0.062411	0.100247	0.0473034	0.0382459	0.0157137	0.0317409	0.0190026	0.1842373	0.1014655	0.626923	0.796344	0.931419	1.07363	1.25574	1.59509	0.3376233	0.123116	0.0157365	0.0222651	0.0307314	0.113491	0.0718665	0.00314247	0.000376263	0.0141205	0.12893	0.0944551	0.151717	0.0715907	0.0578828	0.0237817	0.0480377	0.0287593	1.347	0.907881	0.0921187	0.6607482
3276	-63.82169	-78.6378	14.81611	0.0468206	3.84831e-05	0.0712164	0.044273	0.0100342	0.0311104	0.00491106	0.00123776	0.00252653	0.0918757	0.0970971	0.162482	0.140419	0.0874279	0.0656493	0.0173467	0.00633251	0.4021626	0.2516918	0.606974	0.783884	0.926848	1.07893	1.2757	1.64752	0.3610058	0.053157	4.36911e-05	0.0808543	0.0502646	0.0113921	0.0353206	0.00557568	0.00140527	0.00286845	0.10431	0.110237	0.184472	0.159422	0.0992598	0.0745338	0.0196943	0.0071895	1.232728	0.798919	0.201081	0.8807992
